0,1,2,3,4,5,6,7
,,"Deletion
(19988 reads)","Insertion
(2933 reads)",,"Unmodified
(7182 reads)",,"UC(Other)
(2223 reads)"
0,0,19988,2933,0,7182,0,2223
0.0,0.0,61.83258058528739,9.073191857947164,0.0,22.217410134257253,0.0,6.876817422508198
