is_perfect_ki_has_rightinout_indicators,both_inout_indicators,UNTREATED,is_nearly_leftinout_ki,has_outout_no_indicators,RIGHT_IMPRECISE_KNOCK_IN,leftonly_inout_indicators,is_treated,left_nearly_ki,left_rc_nhej_ki,has_outout_reversible_indicators,has_outout_indicators,left_imperfect_ki_complex,no_rightinout_indicators,overall_edited_deletion,has_multi_leftinout_indicators,left_perfect_ki,LEFT_NO_DETECTED,untreated,rightonly_inout_indicators,RIGHT_NO_DETECTED,right_imperfect_ki_complex,total,right_rc_imperfect_ki_complex,RIGHT_PRECISE_KNOCK_IN,no_leftinout_indicators,RIGHT_OTHER_MUATIONS,has_leftinout_indicators,no_rightinout_rc_indicators,is_untreated,has_multi_rightinout_indicators,other_right_mutations,donor_insertion,LEFT_PRECISE_KNOCK_IN,rightonly_rc_inout_indicators,PRECISE_KNOCK_IN,right_rc_nhej_ki,both_rc_inout_indicators,has_outout_rc_indicators,overall_edited_insertion,OTHERS,left_nhej_ki,INSERT_EDITING,right_perfect_ki,has_outout_any_indicators,no_leftinout_rc_indicators,is_nonspecific_outout_indicators,has_edited_fragment_seq_in_other,overall_edited_substitution,leftonly_rc_inout_indicators,has_rightinout_indicators,no_outout_indicators,is_perfect_outout_ki,SUBSTITUTION_EDITING,is_perfect_ki_has_leftinout_indicators,is_nearly_rightinout_ki,right_nhej_ki,other_left_rc_mutations,unexpected_mutations,other_left_mutations,left_rc_imperfect_ki_complex,right_nearly_ki,no_inout_indicators,LEFT_IMPRECISE_KNOCK_IN,multiple_outout_indicators,LEFT_IMPRECISE KNOCK_IN_COMPLEX,LEFT_OTHER_MUATIONS,RIGHT_IMPRECISE KNOCK_IN_COMPLEX,DELETION_EDITING,IMPRECISE_KNOCK_IN,other_right_rc_mutations
0,0,886,0,354,0,0,1756,0,0,0,0,0,2996,676,0,0,2996,886,0,2996,0,2996,0,0,2996,0,0,2996,886,0,0,0,0,0,0,0,0,2642,1076,355,0,1076,0,2642,2996,1,0,3,0,0,354,0,3,0,0,0,0,0,0,0,0,2641,0,1,0,0,0,676,0,0
