0,1,2,3,4,5,6,7
,,"Deletion
(7700 reads)","Insertion
(30684 reads)","Frequent Substitution
(12 reads)","Unmodified
(24335 reads)",,"UC(Other)
(647 reads)"
0,0,7700,30684,12,24335,0,647
0.0,0.0,12.149326264634416,48.41427624727824,0.018934014957871816,38.39660449998422,0.0,1.0208589731452555
